2019-06-10 19:13:51.693426: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2300000000 Hz
2019-06-10 19:13:51.693983: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x3041700 executing computations on platform Host. Devices:
2019-06-10 19:13:51.694038: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-06-10 19:13:51.960828: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-06-10 19:13:51.961345: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x3041440 executing computations on platform CUDA. Devices:
2019-06-10 19:13:51.961376: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla T4, Compute Capability 7.5
2019-06-10 19:13:51.961761: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla T4 major: 7 minor: 5 memoryClockRate(GHz): 1.59
pciBusID: 0000:00:04.0
totalMemory: 14.73GiB freeMemory: 14.60GiB
2019-06-10 19:13:51.961791: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-06-10 19:13:53.458565: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-06-10 19:13:53.458656: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-06-10 19:13:53.458675: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-06-10 19:13:53.459007: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14115 MB memory) -> physical GPU (device: 0, name: Tesla T4, pci bus id: 0000:00:04.0, compute capability: 7.5)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:65: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:70: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint models/345M/model.ckpt
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100% 1/1 [00:01<00:00,  1.97s/it]
dataset has 329618 tokens
Training...
2019-06-10 19:14:45.557152: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[1 | 11.15] loss=2.65 avg=2.65
[77 | 132.42] loss=2.21 avg=2.31
[78 | 134.02] loss=2.36 avg=2.31
[79 | 135.63] loss=2.36 avg=2.31
[80 | 137.23] loss=2.21 avg=2.31
[81 | 138.83] loss=2.55 avg=2.32
[82 | 140.44] loss=2.24 avg=2.31
[83 | 142.05] loss=2.28 avg=2.31
[84 | 143.65] loss=2.20 avg=2.31
[85 | 145.25] loss=2.09 avg=2.31
[86 | 146.85] loss=2.38 avg=2.31
[87 | 148.47] loss=2.15 avg=2.31
[88 | 150.08] loss=2.52 avg=2.31
[89 | 151.69] loss=2.24 avg=2.31
[90 | 153.29] loss=2.34 avg=2.31
[91 | 154.90] loss=2.05 avg=2.30
[92 | 156.52] loss=2.19 avg=2.30
[93 | 158.13] loss=2.22 avg=2.30
[94 | 159.74] loss=2.13 avg=2.30
[95 | 161.36] loss=2.53 avg=2.30
[96 | 162.98] loss=2.22 avg=2.30
[97 | 164.60] loss=2.18 avg=2.30
[98 | 166.22] loss=2.14 avg=2.30
[99 | 167.84] loss=2.40 avg=2.30
Generating samples...
======== SAMPLE 1 ========
spring

in the sky
by a water slide

a little baby

meets

a dragon

the snow

winter solstice

and a
cold cloud

after the
snowmelt

dawn

cold day

winter solstice

frosty day

after the
snow

snowmelt

winter solstice

the wind

chilling
at night

wet snow

on the floor

wet day

lazy spring

myself

in a dream

by the
the snowman

the rain

falling snow

sunrise

snow storm

lunar eclipse

the wind

on
doughnut

my way
to
the sun
downtown

lunar eclipse

the wind on
my
side
a sunbeam
on
the edge of
the rain (for a
morning)
on
a bridge
with a
robin tree
on the bridge
(for a
sunny)
wet day
the rain
turns red
the rain
on
my lawn
red clouds
in my room
on the edge of
lunar eclipse
snowy
the rain
on my
hatch
the snowflake
on a log
snowy

snowstorm
on my
front porch (snow
mist)
a river
on the shore
a bird
watches
the water
from
his
mouth
a black cat
walks
through the fog
from
the rain
on a bridge
on a river
bark
on the bridge
the river
in the snow
a grey owl
in the
snow
the rain
on the
babbling
bird
in the
snow
on my
fountain .
snow fog
in my
headdress
snowstorm
in the rain
on my
mother's
chair (the
cold)
i sit on
the water lily
in wintertime
snow storm
a dog
walks on snow
in the
rain
in a river
the snow
on the edge .
the dog
is
looking at me
through the snow
on my shoes
my mother's
clothes
(her face)
in the frosty
morning
water
in the storm
a grey ewe
talks
in snow
towards the
light
in wintertime (snow
snow
ice)
snow storm
a cloud
on a rock
in the storm .
the
dog walks
in silence
the first ice
in snow
snow
ice
on my
snow dog
snowstorm
on my
dog's ears
(a) snowman
snow storm
in the snow
my dog goes
off
the rock
a grey owl
sounds the
same snow
in
the snow
snowstorm<|endoftext|>The story of the baby's life

From birth to death

This is the story of that one day

When her name was

T.A.L - To the Living

- April 21, 2005

The day the old man died
He was warm
with his touch
the same
warm touch
and my father's voice
in the silence
his body
was like
his own
I wonder how long
our conversations
have just gone on like this

topsy-turvy
when we are no longer here ,
the sound of
horses
fostered by the sound
of rain
the long winter night
the door to the garage
is cracked
but the door
of the garage
in the morning
has its own air
her fragrance
in my heart .
"Why are you taking such a long time?"
"We're married," she replied 
in the morning,
"I wish I would've stayed ."
- the spring equinox
- May 19, 2005

to the baby's mom
"I think you are just as interested in your baby as you are in yourself."
"It isn't too late, my love."
"The old man has had his day." 
- her friend's
- June 10, 2005

the time I took a photograph
of her with her hair parted
- June 17, 2005

my wife's birthday
and me
a baby on my shoulder
- June 24, 2005

the door for the baby
is still open
- April 2, 2006

his mother's body
in the closet
the baby sips my ?
- June 9, 2006

the baby

[100 | 194.47] loss=2.22 avg=2.30
[101 | 196.10] loss=2.18 avg=2.30
[102 | 197.73] loss=2.07 avg=2.29
[103 | 199.36] loss=2.03 avg=2.29
[104 | 200.98] loss=2.14 avg=2.29
[105 | 202.60] loss=2.28 avg=2.29
[106 | 204.22] loss=2.26 avg=2.29
[107 | 205.84] loss=2.18 avg=2.28
[108 | 207.46] loss=2.56 avg=2.29
[109 | 209.08] loss=2.20 avg=2.29
[110 | 210.69] loss=2.17 avg=2.28
[111 | 212.31] loss=2.16 avg=2.28
[112 | 213.93] loss=2.17 avg=2.28
[113 | 215.54] loss=2.21 avg=2.28
[114 | 217.15] loss=2.18 avg=2.28
[115 | 218.76] loss=2.24 avg=2.28
[116 | 220.37] loss=2.08 avg=2.28
[117 | 221.99] loss=2.12 avg=2.27
[118 | 223.60] loss=2.15 avg=2.27
[119 | 225.21] loss=2.15 avg=2.27
[120 | 226.83] loss=2.34 avg=2.27
[121 | 228.44] loss=2.16 avg=2.27
[122 | 230.06] loss=2.25 avg=2.27
[123 | 231.68] loss=2.30 avg=2.27
[124 | 233.30] loss=2.49 avg=2.27
[125 | 234.91] loss=2.22 avg=2.27
[126 | 236.53] loss=2.10 avg=2.27
[127 | 238.15] loss=2.24 avg=2.27
[128 | 239.78] loss=2.10 avg=2.27
[129 | 241.40] loss=2.36 avg=2.27
[130 | 243.02] loss=2.15 avg=2.27
[131 | 244.64] loss=2.06 avg=2.26
[132 | 246.26] loss=2.35 avg=2.26
[133 | 247.89] loss=2.19 avg=2.26
[134 | 249.51] loss=2.23 avg=2.26
[135 | 251.14] loss=2.21 avg=2.26
[136 | 252.76] loss=2.24 avg=2.26
[137 | 254.39] loss=2.13 avg=2.26
[138 | 256.01] loss=2.14 avg=2.26
[139 | 257.64] loss=2.30 avg=2.26
[140 | 259.26] loss=2.20 avg=2.26
[141 | 260.88] loss=2.19 avg=2.26
[142 | 262.51] loss=2.21 avg=2.26
[143 | 264.13] loss=2.23 avg=2.26
[144 | 265.77] loss=2.17 avg=2.26
[145 | 267.39] loss=2.27 avg=2.26
[146 | 269.02] loss=2.06 avg=2.25
[147 | 270.65] loss=2.11 avg=2.25
[148 | 272.27] loss=2.29 avg=2.25
[149 | 273.90] loss=2.39 avg=2.25
[150 | 275.53] loss=1.97 avg=2.25
[151 | 277.16] loss=2.24 avg=2.25
[152 | 278.79] loss=1.98 avg=2.25
[153 | 280.42] loss=2.19 avg=2.25
[154 | 282.05] loss=2.16 avg=2.24
[155 | 283.67] loss=2.27 avg=2.24
[156 | 285.30] loss=2.26 avg=2.25
[157 | 286.93] loss=2.31 avg=2.25
[158 | 288.56] loss=2.41 avg=2.25
[159 | 290.19] loss=2.27 avg=2.25
[160 | 291.82] loss=2.25 avg=2.25
[161 | 293.45] loss=2.37 avg=2.25
[162 | 295.07] loss=2.47 avg=2.25
[163 | 296.70] loss=2.05 avg=2.25
[164 | 298.32] loss=1.98 avg=2.25
[165 | 299.95] loss=2.37 avg=2.25
[166 | 301.58] loss=2.08 avg=2.25
[167 | 303.21] loss=2.14 avg=2.24
[168 | 304.83] loss=2.13 avg=2.24
[169 | 306.45] loss=2.14 avg=2.24
[170 | 308.08] loss=2.32 avg=2.24
[171 | 309.70] loss=2.28 avg=2.24
[172 | 311.33] loss=2.06 avg=2.24
[173 | 312.95] loss=2.32 avg=2.24
[174 | 314.58] loss=2.29 avg=2.24
[175 | 316.20] loss=2.05 avg=2.24
[176 | 317.83] loss=2.31 avg=2.24
[177 | 319.46] loss=2.18 avg=2.24
[178 | 321.09] loss=2.14 avg=2.24
[179 | 322.72] loss=2.19 avg=2.24
[180 | 324.34] loss=2.17 avg=2.24
[181 | 325.96] loss=2.10 avg=2.24
[182 | 327.59] loss=2.23 avg=2.24
[183 | 329.22] loss=1.97 avg=2.23
[184 | 330.84] loss=2.29 avg=2.23
[185 | 332.47] loss=2.30 avg=2.23
[186 | 334.10] loss=2.09 avg=2.23
[187 | 335.72] loss=2.07 avg=2.23
[188 | 337.35] loss=2.18 avg=2.23
[189 | 338.97] loss=2.27 avg=2.23
[190 | 340.60] loss=2.19 avg=2.23
[191 | 342.22] loss=2.14 avg=2.23
[192 | 343.85] loss=2.12 avg=2.23
[193 | 345.48] loss=2.28 avg=2.23
[194 | 347.11] loss=2.16 avg=2.23
[195 | 348.73] loss=2.20 avg=2.23
[196 | 350.36] loss=2.01 avg=2.23
[197 | 351.99] loss=2.10 avg=2.22
[198 | 353.62] loss=2.06 avg=2.22
[199 | 355.25] loss=1.95 avg=2.22
Generating samples...
======== SAMPLE 1 ========
l>

<|endoftext|>

dusk moon
the way
all the time
<|endoftext|>

winter's end
towells
the moon
<|endoftext|>

winter's end
the way it turns
into autumn
<|endoftext|>

falling leaf
the cold wind
from the lake
<|endoftext|>

winter evening
the old house
still cold
<|endoftext|>

winter sky
my son says,
"the dog has gone!"
<|endoftext|>

evening rain
the old boat
on the river
<|endoftext|>

snow storm
the old man sits
with his feet up in the snow
<|endoftext|>

blunder
a piece of glass
tipped
<|endoftext|>

dwarf home
a small child comes
to the bottom
<|endoftext|>

frosty winter
the dog searches
the old house
<|endoftext|>

frosty winter
the ice cream pops
in my mouth
<|endoftext|>

winter's end
a couple kiss?
in the snow
<|endoftext|>

bruises
in the door
and snowflakes
<|endoftext|>

a small snowflake
on the door
the moon
<|endoftext|>

late winter
the way
the moon
<|endoftext|>

snow day
on the road
the dog
<|endoftext|>

foggy day
the old man with the
trench coat
<|endoftext|>

winter snow
all our plans fall apart
in a flood
<|endoftext|>

winter wind
she whispers something
into my ear
<|endoftext|>

snow storm
the woman
in the moonlight
<|endoftext|>

morning dew
the little one
knows what it is
<|endoftext|>

winter rain
a bird calls
from the birdhouse
<|endoftext|>

early morning
the moon's reflection
on icicles
<|endoftext|>

late winter
a squirrel's call
in the snow
<|endoftext|>

winter sunlight
the child picks the lock?
on the other side
<|endoftext|>

old man's room
a fire cracker in the
windowsill
<|endoftext|>

winter morning
the baby's breath
in her throat
<|endoftext|>

cold dawn
my son's voice
in my ear
<|endoftext|>

old home
a small dog
rumbles
<|endoftext|>

foggy afternoon
a firework rocket?
falls on top of the firework
<|endoftext|>

windy snow
the snowman
has a crush
<|endoftext|>

snowy day
the little girl
walks
<|endoftext|>

cold day
a snowman's face
on the wall
<|endoftext|>

morning fog
a blue flower
sprints across
<|endoftext|>

winter snow
the kid picks out
the blue flower
<|endoftext|>

creekside
the last day of school
all the birds
<|endoftext|>

winter sun
a little boy
throws his hat as
the sun sinks
<|endoftext|>

new year
the man in
the mirror
<|endoftext|>

snow day
mushroom seeds
on the sidewalk
<|endoftext|>

snow day
all summer
the baby
<|endoftext|>

thunder
the last flower
in the bush
<|endoftext|>

autumn mist
the last sunflower
pours
<|endoftext|>

spring wind
the child
at a park
<|endoftext|>

waking up early
the sound of the wind
in my ears
<|endoftext|>

the garden door
a light
in the window
<|endoftext|>

a boy on the bus
with a broken arm
the last word
<|end

[200 | 378.98] loss=1.88 avg=2.21
[201 | 380.59] loss=2.12 avg=2.21
[202 | 382.21] loss=2.03 avg=2.21
[203 | 383.84] loss=2.03 avg=2.21
[204 | 385.45] loss=2.50 avg=2.21
[205 | 387.07] loss=2.05 avg=2.21
[206 | 388.69] loss=2.65 avg=2.22
[207 | 390.30] loss=2.17 avg=2.22
[208 | 391.91] loss=2.04 avg=2.21
[209 | 393.53] loss=2.30 avg=2.21
[210 | 395.14] loss=2.27 avg=2.22
[211 | 396.76] loss=2.07 avg=2.21
[212 | 398.38] loss=1.98 avg=2.21
[213 | 399.99] loss=2.04 avg=2.21
[214 | 401.61] loss=2.40 avg=2.21
[215 | 403.22] loss=2.06 avg=2.21
[216 | 404.84] loss=2.23 avg=2.21
[217 | 406.46] loss=2.05 avg=2.21
[218 | 408.08] loss=2.10 avg=2.21
[219 | 409.69] loss=1.98 avg=2.20
[220 | 411.31] loss=2.24 avg=2.20
[221 | 412.94] loss=2.08 avg=2.20
[222 | 414.56] loss=2.10 avg=2.20
[223 | 416.18] loss=2.11 avg=2.20
[224 | 417.80] loss=2.25 avg=2.20
[225 | 419.42] loss=2.15 avg=2.20
[226 | 421.04] loss=2.11 avg=2.20
[227 | 422.67] loss=1.81 avg=2.20
[228 | 424.29] loss=2.21 avg=2.20
[229 | 425.91] loss=2.17 avg=2.20
[230 | 427.53] loss=2.04 avg=2.19
[231 | 429.15] loss=2.28 avg=2.19
[232 | 430.77] loss=2.13 avg=2.19
[233 | 432.40] loss=2.14 avg=2.19
[234 | 434.02] loss=2.15 avg=2.19
[235 | 435.64] loss=2.79 avg=2.20
[236 | 437.26] loss=2.15 avg=2.20
[237 | 438.89] loss=1.91 avg=2.20
[238 | 440.51] loss=2.22 avg=2.20
[239 | 442.13] loss=2.14 avg=2.20
[240 | 443.76] loss=2.18 avg=2.20
[241 | 445.38] loss=2.28 avg=2.20
[242 | 447.01] loss=2.21 avg=2.20
[243 | 448.64] loss=2.37 avg=2.20
[244 | 450.26] loss=2.21 avg=2.20
[245 | 451.89] loss=2.01 avg=2.20
[246 | 453.51] loss=2.26 avg=2.20
[247 | 455.14] loss=1.95 avg=2.19
[248 | 456.76] loss=2.06 avg=2.19
[249 | 458.39] loss=2.10 avg=2.19
[250 | 460.01] loss=2.06 avg=2.19
[251 | 461.64] loss=2.06 avg=2.19
[252 | 463.26] loss=2.11 avg=2.19
[253 | 464.89] loss=2.13 avg=2.19
[254 | 466.52] loss=2.10 avg=2.19
[255 | 468.15] loss=1.94 avg=2.18
[256 | 469.78] loss=2.14 avg=2.18
[257 | 471.41] loss=2.05 avg=2.18
[258 | 473.04] loss=2.09 avg=2.18
[259 | 474.66] loss=2.34 avg=2.18
[260 | 476.30] loss=2.06 avg=2.18
[261 | 477.93] loss=2.01 avg=2.18
[262 | 479.56] loss=1.99 avg=2.18
[263 | 481.19] loss=1.96 avg=2.17
[264 | 482.83] loss=1.91 avg=2.17
[265 | 484.46] loss=2.16 avg=2.17
[266 | 486.09] loss=1.92 avg=2.17
[267 | 487.72] loss=2.11 avg=2.17
[268 | 489.35] loss=2.15 avg=2.17
[269 | 490.98] loss=2.10 avg=2.17
[270 | 492.61] loss=2.04 avg=2.17
[271 | 494.24] loss=2.12 avg=2.17
[272 | 495.88] loss=2.35 avg=2.17
[273 | 497.51] loss=2.01 avg=2.17
[274 | 499.13] loss=1.89 avg=2.16
[275 | 500.76] loss=2.19 avg=2.16
[276 | 502.39] loss=2.03 avg=2.16
[277 | 504.02] loss=2.12 avg=2.16
[278 | 505.66] loss=2.07 avg=2.16
[279 | 507.28] loss=2.23 avg=2.16
[280 | 508.91] loss=1.98 avg=2.16
[281 | 510.54] loss=2.05 avg=2.16
[282 | 512.17] loss=2.42 avg=2.16
[283 | 513.79] loss=1.87 avg=2.16
[284 | 515.42] loss=2.28 avg=2.16
[285 | 517.05] loss=2.14 avg=2.16
[286 | 518.68] loss=2.13 avg=2.16
[287 | 520.30] loss=2.00 avg=2.16
[288 | 521.93] loss=2.05 avg=2.16
[289 | 523.56] loss=2.11 avg=2.16
[290 | 525.19] loss=2.08 avg=2.15
[291 | 526.81] loss=2.18 avg=2.15
[292 | 528.44] loss=2.14 avg=2.15
[293 | 530.07] loss=1.93 avg=2.15
[294 | 531.69] loss=2.10 avg=2.15
[295 | 533.32] loss=2.04 avg=2.15
[296 | 534.94] loss=2.28 avg=2.15
[297 | 536.57] loss=2.18 avg=2.15
[298 | 538.20] loss=2.21 avg=2.15
[299 | 539.82] loss=2.09 avg=2.15
Generating samples...
======== SAMPLE 1 ========
|w|m|t

Christmas
the sky
a light-year away
-
<|endoftext|>

pumpkins
after all the harvest
i put them back
<|endoftext|>

Christmas in the mountains:
he talks about
the dog he doesn't want
<|endoftext|>

morning wind
her mother's face
in his fingers
<|endoftext|>

faint light of dawn?
he looks like he
has no clothes on
<|endoftext|>

pale moon
my husband and i
play some cards
<|endoftext|>

hanging a chicken coop
her fingers curl around
an ewe egg
<|endoftext|>

wishing
with this little note
i can tell you the truth
<|endoftext|>

dinner ready
to fall down
and leave a trail
<|endoftext|>

sad autumn day.
the kitchen light
turning on on me
<|endoftext|>

autumn leaves
the old man in
a new suit
<|endoftext|>

fallen maple
in the dark forest
i am her only memory
<|endoftext|>

i make the snow fall
after the last
pumpkin
<|endoftext|>

the winter wind
that fills my hands
with a note from
<|endoftext|>

the moon and i
at the foot of the mountain
autumn evening
<|endoftext|>

autumn moon
the last call
out from the dead
<|endoftext|>

evening train ride
a light on the track
starts to fall
<|endoftext|>

autumn dusk
the noise
of children laughing
<|endoftext|>

a child cries
and suddenly
a moon
<<endoftext|>

evening fog
my husband watches
the world go away
<<endoftext|>

still in the shadow
she makes
with each step
<<endoftext|>

evening train
a man in a trench coat
taps my window
<<endoftext|>

fog
the sound of her voice
downstairs
<<endoftext|>

rain on a cloudy day
on the wall to one side
her old man hat
<<endoftext|>

evening rush
a child's hand
on her breast
<<endoftext|>

the wind-chimes
in the rain cloud
even the world goes away
<<endoftext|>

crows
in the morning light
and the baby's breath
<<endoftext|>

bombshells
the old clock on the floor
still ticking
<<endoftext|>

falling leaves
one last time
to wake up
<<endoftext|>

the wind
and the child's hair
for the first time
<<endoftext|>

first day of winter
in the cold dark
even more cold
<<endoftext|>

the cold morning
where there's ice
and stars
<<endoftext|>

snow melt
out of her mother's hair
a little green gem
<<endoftext|>

summer sunset
the old dog's face
behind the screen
<<endoftext|>

the new dog
her tongue
around my lips
<<endoftext|>

frost in the sky
one of the lizards picks up the scent
by a small piece of the branch
<<endoftext|>

a storm
in my daughter's stocking
this time again the baby
<<endoftext|>

the wind
on the door
winter rain
<<endoftext|>

